                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8408,                 4.2714,                  1.549,                0.57205,                0.46407,                0.44265,                0.24258,                  1.814,                 2.8794,                 1.5517,              0.0003319,              0.0003319,              0.0003319
