class,conf,xDiff,yDiff,widthDiff,heightDiff
3.0,0.9114429950714111,0.0,0.0007812500000000666,0.0023437499999999986,0.0023437500000000056
3.0,0.9383478164672852,0.0,0.0007812499999999556,0.0,0.0007812500000000111
4.0,0.8463493585586548,0.0007812500000000111,0.0,0.0,0.00390625
2.0,0.9136142730712891,0.0007812499999999556,0.0015625000000000222,0.0,0.0031250000000000167
1.0,0.889483630657196,0.0015625000000000222,0.0007812500000000111,0.0031250000000000028,0.0062500000000000056
3.0,0.9261307716369629,0.0007812499999999833,0.0015625000000000222,0.0015625000000000222,0.0007812500000000111
0.0,0.7762680053710938,0.0031249999999999334,0.0,0.0062500000000000056,0.0
5.0,0.9618794918060303,0.0015625000000000222,0.0015624999999999112,0.0,0.0031249999999999334
5.0,0.9650116562843323,0.0007812500000000111,0.0015625000000000222,0.0,0.0007812500000000111
4.0,0.9629230499267578,0.0007812499999999556,0.0007812500000000111,0.0007812500000000111,0.0023437500000000333
5.0,0.9096066355705261,0.0007812499999999556,0.0007812499999999556,0.0,0.0007812500000000111
4.0,0.7767645120620728,0.0007812499999999556,0.0007812500000000111,0.0,0.0007812500000000111
3.0,0.8871824145317078,0.0007812500000000111,0.0015624999999999112,0.0007812499999999972,0.0023437500000000056
0.0,0.9848954677581787,0.0,0.0007812499999999556,0.0,0.0015625000000000222
4.0,0.7934547066688538,0.0007812500000000111,0.0007812500000000111,0.0007812500000000111,0.0015624999999999667
4.0,0.8283234238624573,0.0007812500000000111,0.0007812500000000111,0.0,0.004687499999999997
3.0,0.9632600545883179,0.0007812499999999556,0.0015624999999999667,0.0007812499999999833,0.0015625000000000222
3.0,0.9373360276222229,0.0007812500000000111,0.0015625000000000222,0.0015624999999999944,0.0023437500000000056
3.0,0.9644379615783691,0.0007812499999999556,0.0015625000000000222,0.0015625000000000083,0.0015624999999999944
3.0,0.889502227306366,0.0015625000000000222,0.0,0.0007812500000000042,0.0
1.0,0.9207677841186523,0.002343749999999978,0.0015625000000000222,0.005468750000000008,0.0023437500000000056
2.0,0.8924462199211121,0.0,0.0007812500000000111,0.0031250000000000028,0.0007812500000000111
3.0,0.925712525844574,0.002343749999999978,0.0,0.003124999999999989,0.0
4.0,0.9740159511566162,0.0,0.0,0.0,0.0
0.0,0.6378855109214783,0.0007812500000000111,0.0023437500000000333,0.0023437499999999986,0.0023437499999999917
5.0,0.8529482483863831,0.002343749999999978,0.00390625,0.004687500000000004,0.00390625
4.0,0.7086341381072998,0.0,0.0015625000000000222,0.0023437499999999986,0.0062500000000000056
5.0,0.9768170714378357,0.0007812500000000666,0.0007812499999999556,0.0023437500000000056,0.0015625000000000083
3.0,0.94220370054245,0.0007812499999999556,0.0007812499999999556,0.0015625000000000083,0.0007812500000000111
4.0,0.8733351826667786,0.0007812500000000111,0.0007812500000000111,0.0007812499999999972,0.0015624999999999944
5.0,0.9204567074775696,0.0015625000000000222,0.0007812500000000666,0.0,0.0007812500000000111
4.0,0.9830631017684937,0.0007812500000000111,0.0007812500000000666,0.00390625,0.0007812499999999556
5.0,0.9240996837615967,0.0007812499999999556,0.0007812500000000666,0.0007812499999999972,0.0007812500000000111
4.0,0.9154536724090576,0.0007812500000000111,0.0007812500000000666,0.0015624999999999944,0.0078125
2.0,0.9273716807365417,0.0007812499999999556,0.0007812500000000111,0.0,0.0015624999999999944
1.0,0.8648000359535217,0.0007812500000000666,0.0007812499999999556,0.0015625000000000014,0.0
3.0,0.889502227306366,0.0015625000000000222,0.0,0.0007812500000000042,0.0
3.0,0.8869916200637817,0.0007812500000000666,0.0007812500000000666,0.0007812499999999972,0.00390625
3.0,0.9214568734169006,0.0,0.0,0.004687499999999997,0.004687500000000011
3.0,0.9102455377578735,0.0007812499999999556,0.0007812499999999556,0.0015624999999999944,0.002343749999999978
1.0,0.9348002076148987,0.0,0.0015624999999999667,0.0023437499999999917,0.0
2.0,0.8508841395378113,0.0007812500000000666,0.0,0.0015624999999999944,0.0023437499999999917
3.0,0.9513190984725952,0.0,0.0007812500000000666,0.0,0.00390625
3.0,0.954674243927002,0.0015624999999999667,0.0007812499999999556,0.0015624999999999667,0.0007812500000000111
3.0,0.965269148349762,0.0,0.0007812500000000666,0.0,0.0031250000000000167
1.0,0.9389438629150391,0.0,0.0,0.0015624999999999944,0.0023437500000000056
2.0,0.8590192198753357,0.0015625000000000222,0.003124999999999989,0.0007812499999999972,0.012499999999999997
5.0,0.8980855941772461,0.0,0.0007812499999999556,0.0023437500000000056,0.0
4.0,0.8816447257995605,0.0007812500000000111,0.0007812500000000111,0.0,0.0015624999999999944
0.0,0.868277907371521,0.0007812500000000111,0.0007812499999999556,0.0,0.0007812499999999972
4.0,0.878426194190979,0.0007812500000000666,0.0015625000000000222,0.0007812499999999972,0.002343749999999978
0.0,0.8926976919174194,0.0015625000000000222,0.0,0.0023437499999999986,0.0015624999999999944
5.0,0.8154791593551636,0.0007812499999999556,0.0023437500000000333,0.0007812500000000042,0.0023437500000000056
5.0,0.9141579866409302,0.0007812499999999556,0.0015625000000000222,0.0007812499999999972,0.0007812499999999972
3.0,0.9086239337921143,0.0007812500000000111,0.0,0.0015625000000000014,0.0015624999999999944
3.0,0.8776002526283264,0.0007812500000000111,0.0,0.0015625000000000014,0.0015624999999999944
4.0,0.8547689318656921,0.0007812499999999556,0.0,0.0007812500000000042,0.003124999999999989
4.0,0.8663854598999023,0.0007812500000000111,0.0078125,0.0,0.015625
0.0,0.9522325396537781,0.0007812500000000111,0.0007812499999999556,0.003124999999999989,0.0007812500000000111
5.0,0.9276126623153687,0.0007812500000000111,0.0007812500000000666,0.0015625000000000014,0.0015625000000000222
5.0,0.9533863067626953,0.0,0.0015625000000000083,0.002343749999999978,0.0007812500000000111
4.0,0.9008448719978333,0.0007812500000000666,0.0007812500000000666,0.0015625000000000222,0.0
3.0,0.9474512338638306,0.0,0.0007812500000000111,0.0007812500000000111,0.0
5.0,0.9361239075660706,0.0015625000000000222,0.0015625000000000222,0.0023437500000000056,0.0007812500000000111
3.0,0.9644907116889954,0.0007812499999999556,0.0007812499999999556,0.0007812499999999972,0.0015625000000000222
3.0,0.9319392442703247,0.0007812500000000111,0.0015625000000000222,0.0015624999999999944,0.0023437500000000056
5.0,0.9667801260948181,0.002343749999999978,0.0015625000000000222,0.002343749999999978,0.0031249999999999334
4.0,0.814179539680481,0.0007812500000000111,0.0015625000000000222,0.0015624999999999944,0.00390625
3.0,0.9772477746009827,0.0015625000000000222,0.0015625000000000222,0.0,0.0031249999999999334
2.0,0.9456301927566528,0.0007812500000000666,0.0007812500000000111,0.00390625,0.0007812500000000111
3.0,0.9109372496604919,0.0007812500000000111,0.0007812499999999556,0.0007812499999999972,0.0015624999999999944
1.0,0.9079709053039551,0.0007812499999999556,0.0015625000000000222,0.0031250000000000028,0.0
2.0,0.8658985495567322,0.0007812499999999556,0.0007812499999999556,0.0015624999999999944,0.0023437500000000056
4.0,0.9413607716560364,0.0007812500000000111,0.0,0.0015624999999999944,0.0
3.0,0.9633795022964478,0.0007812499999999556,0.0,0.0015625000000000083,0.0015624999999999944
4.0,0.8863320350646973,0.0,0.004687500000000011,0.0007812499999999972,0.009374999999999994
0.0,0.9668307900428772,0.0007812500000000111,0.0007812499999999556,0.0,0.0007812500000000111
3.0,0.9027034044265747,0.0007812500000000111,0.002343749999999978,0.0007812499999999972,0.0015624999999999944
5.0,0.912710964679718,0.0007812499999999556,0.012499999999999956,0.0015625000000000014,0.017968750000000006
2.0,0.9456301927566528,0.0007812500000000666,0.0007812500000000111,0.00390625,0.0007812500000000111
1.0,0.9819386005401611,0.0007812500000000111,0.0015625000000000222,0.0,0.0
2.0,0.9414871335029602,0.0015624999999999112,0.0015625000000000222,0.0007812500000000111,0.0015624999999999944
3.0,0.94153892993927,0.0007812500000000111,0.0007812499999999556,0.0007812500000000111,0.0007812499999999833
3.0,0.9321789145469666,0.0007812500000000111,0.002343749999999978,0.0,0.00390625
4.0,0.986171305179596,0.0,0.0,0.0023437500000000056,0.0007812500000000666
3.0,0.9795278310775757,0.002343749999999978,0.0007812500000000666,0.0015625000000000222,0.0015624999999999112
5.0,0.9105030298233032,0.0015625000000000222,0.0007812499999999556,0.0023437499999999986,0.0031250000000000167
1.0,0.9183207154273987,0.002343749999999978,0.0015625000000000222,0.0031250000000000028,0.0031250000000000028
2.0,0.8594959378242493,0.0007812499999999556,0.0007812499999999556,0.0015624999999999944,0.0007812499999999833
4.0,0.9136670231819153,0.0015625000000000222,0.0031249999999999334,0.0023437500000000056,0.006250000000000033
3.0,0.896327793598175,0.0,0.0007812500000000666,0.0007812499999999972,0.0023437500000000056
4.0,0.8317900896072388,0.0007812500000000111,0.0023437500000000333,0.0,0.0015625000000000083
